user_id,item_id,rating,timestamp
568,1203,5,1997-10-26 23:08:01
70,161,3,1998-01-06 06:20:38
7,391,3,1998-04-09 14:42:23
487,820,3,1997-12-30 01:21:24
632,679,4,1997-11-13 22:15:21
916,195,3,1997-11-29 23:08:40
886,1217,4,1997-10-05 06:40:02
664,732,3,1997-10-10 23:15:15
234,40,2,1998-04-11 23:04:54
144,194,5,1998-02-21 23:54:47
933,168,3,1997-09-21 14:57:49
606,138,3,1997-11-30 22:12:03
560,321,3,1997-11-19 21:32:31
303,514,5,1997-11-14 00:17:47
314,1152,4,1997-10-26 17:37:49
500,133,3,1998-01-04 01:01:21
433,474,3,1997-11-26 23:09:19
634,274,3,1997-10-06 20:49:52
825,508,4,1997-11-28 22:38:45
407,519,4,1997-09-23 19:21:06
897,465,5,1997-11-20 02:13:50
716,95,4,1997-11-17 19:26:15
524,520,3,1998-01-12 20:35:14
36,873,3,1997-12-15 03:43:06
720,872,3,1998-03-30 12:59:40
536,195,4,1997-12-17 11:50:31
452,603,4,1998-02-17 12:31:07
21,551,3,1997-09-22 18:11:38
324,273,5,1997-11-26 20:17:29
381,225,3,1998-04-16 03:31:35
650,72,2,1998-03-31 23:25:55
181,146,1,1997-11-08 04:22:35
38,400,1,1998-04-13 02:20:36
689,471,4,1997-10-12 17:13:53
169,483,3,1998-03-31 15:46:40
91,616,4,1998-04-01 14:03:59
1,83,3,1997-09-24 03:39:30
160,640,3,1997-10-14 20:26:48
299,1141,4,1997-10-26 15:42:02
357,473,3,1997-11-08 01:17:11
206,332,3,1998-02-22 20:33:22
802,196,3,1997-10-04 17:13:59
640,214,5,1997-09-20 17:57:54
160,135,4,1997-10-14 20:26:47
588,208,3,1998-03-16 04:51:19
177,1110,3,1997-11-21 16:52:03
42,451,2,1997-12-03 00:29:42
201,656,4,1998-01-06 18:36:15
815,65,5,1997-11-05 01:51:04
59,125,3,1998-02-23 03:14:18
849,406,4,1997-11-16 15:45:25
716,180,3,1997-11-17 19:26:55
314,763,5,1997-10-26 17:25:06
222,732,4,1997-10-30 03:50:25
145,106,4,1997-09-26 10:44:15
868,662,2,1997-10-17 15:55:14
425,318,2,1997-11-05 13:50:41
370,435,3,1997-11-13 15:29:59
554,1012,3,1997-10-07 13:43:59
6,531,4,1997-12-31 20:39:07
94,186,4,1998-04-04 20:37:58
567,504,4,1997-12-18 06:17:54
285,151,5,1998-03-22 19:40:36
450,1249,3,1997-12-22 17:47:01
109,755,5,1997-11-26 21:13:34
63,306,3,1997-10-01 23:02:28
641,64,4,1997-11-12 21:32:17
702,300,3,1998-01-25 22:31:01
279,80,4,1997-09-26 22:42:30
829,192,5,1997-12-10 00:08:39
239,288,2,1998-03-06 10:01:53
617,635,4,1998-01-03 01:08:36
916,421,5,1997-11-29 22:58:11
642,204,4,1998-01-24 00:43:13
405,969,3,1998-01-23 08:43:35
896,28,2,1998-02-11 00:58:58
621,1185,3,1997-12-06 21:50:12
59,196,5,1998-02-23 03:38:08
87,732,4,1997-11-18 18:11:43
864,232,4,1998-03-03 01:42:07
382,1381,3,1997-10-04 06:15:57
664,203,4,1997-10-10 23:38:05
340,502,2,1998-01-16 23:01:18
185,321,5,1997-12-30 23:27:08
43,781,3,1998-01-04 23:28:14
276,289,2,1998-03-27 06:20:34
362,264,1,1998-01-17 06:48:15
109,395,3,1997-11-26 22:34:32
624,597,3,1997-11-17 18:58:49
254,21,3,1998-02-03 02:55:18
619,300,5,1998-01-28 02:14:44
429,248,5,1997-12-17 19:27:50
29,189,4,1997-12-22 20:19:02
622,588,4,1997-12-20 04:30:46
105,307,2,1998-03-06 19:59:41
121,292,4,1998-04-01 00:02:40
40,337,4,1998-03-04 19:58:43
655,872,3,1998-02-28 17:11:19
889,94,4,1997-11-22 06:54:06
659,86,5,1998-03-31 23:14:31
881,172,4,1997-10-11 03:03:06
346,1110,1,1997-09-26 09:09:45
425,679,3,1997-11-05 14:02:28
210,208,5,1998-02-17 15:47:23
429,80,3,1997-12-17 19:24:44
200,951,5,1998-01-06 23:40:14
38,758,1,1998-04-13 02:30:26
894,318,5,1997-11-18 23:52:48
655,1100,3,1998-02-14 03:36:11
897,56,2,1997-11-20 01:57:17
59,755,4,1998-02-23 03:57:34
704,603,5,1998-04-01 02:21:02
612,127,2,1997-09-27 01:50:49
213,127,5,1997-11-07 02:46:30
721,471,5,1997-10-18 01:30:00
488,222,4,1998-03-31 20:27:09
938,276,3,1998-03-31 15:02:52
344,597,2,1998-01-15 21:40:54
723,988,1,1997-11-25 23:07:34
116,294,2,1997-10-10 03:16:16
345,365,2,1998-01-16 23:36:00
314,501,4,1997-10-26 17:56:50
718,546,4,1997-12-28 22:45:58
345,534,4,1998-01-16 23:49:52
95,432,3,1997-11-10 21:38:06
659,942,3,1998-03-31 23:19:07
863,754,3,1998-03-07 16:44:27
252,410,5,1998-04-01 18:56:29
5,42,5,1997-09-30 16:19:20
390,258,5,1997-11-16 15:17:41
314,710,3,1997-10-26 17:59:56
592,344,4,1998-02-27 04:19:16
871,182,5,1998-02-23 00:15:25
853,288,4,1997-11-12 20:00:22
327,708,4,1998-02-18 16:16:36
96,216,4,1998-01-10 03:31:35
10,705,4,1997-10-26 18:54:10
711,254,2,1997-11-20 02:13:58
828,1005,3,1998-03-27 22:30:13
416,846,3,1997-11-07 04:59:39
737,58,4,1998-01-09 03:02:50
291,741,5,1997-09-21 09:34:41
70,173,4,1998-01-07 05:04:12
527,213,4,1997-11-13 21:23:06
400,323,4,1998-01-24 21:16:22
758,93,5,1997-12-13 01:18:42
825,844,2,1998-04-19 01:27:24
646,908,3,1998-02-26 21:37:34
807,102,4,1998-04-19 09:51:41
589,304,5,1997-12-28 23:43:19
221,76,4,1997-09-26 04:04:22
532,1199,3,1997-09-20 20:59:15
257,1260,2,1997-11-25 22:28:12
535,382,5,1997-11-15 18:20:58
313,604,4,1998-03-27 16:02:32
786,322,3,1997-12-23 02:01:03
271,411,1,1998-01-26 20:54:22
13,121,5,1997-12-17 22:25:03
646,349,2,1998-02-26 21:38:47
537,184,3,1998-01-29 00:04:06
224,689,3,1998-02-21 17:30:46
747,939,3,1998-02-28 04:16:02
504,499,4,1998-02-19 17:33:15
591,86,5,1998-03-27 20:39:31
943,201,5,1998-02-28 04:15:51
94,475,5,1998-01-27 03:06:02
892,184,4,1998-02-04 16:28:46
823,433,4,1997-11-02 02:39:39
846,492,3,1998-01-04 21:02:17
638,50,4,1997-10-12 22:18:24
320,241,4,1998-01-14 04:09:28
823,426,4,1997-11-02 02:27:38
871,1386,3,1998-02-23 00:18:56
533,258,4,1998-01-05 13:36:08
8,687,1,1997-11-12 19:10:25
286,56,2,1997-10-22 14:44:29
21,595,3,1997-09-22 18:06:57
717,628,5,1998-01-12 22:36:45
164,248,4,1998-03-09 00:07:10
455,939,4,1997-11-09 21:37:34
331,933,3,1997-10-18 17:37:15
536,449,4,1997-12-17 12:21:02
535,480,4,1997-11-15 18:23:27
188,591,5,1997-09-24 03:44:34
908,494,3,1997-11-16 23:30:46
796,736,3,1998-04-20 04:38:46
724,286,1,1998-01-02 16:24:28
87,1183,3,1997-11-18 17:59:55
59,290,3,1998-02-23 03:15:50
936,274,3,1998-02-07 06:27:38
296,134,5,1998-01-07 18:21:04
622,755,4,1997-12-21 02:10:11
666,650,5,1997-11-21 19:10:09
682,184,4,1998-02-26 18:55:07
223,257,4,1998-04-02 20:46:45
692,127,3,1997-10-15 20:55:10
161,286,2,1998-03-29 11:13:11
774,659,3,1998-02-27 05:04:24
121,300,3,1998-03-31 23:43:30
716,514,5,1997-11-17 19:52:11
463,243,1,1997-10-20 22:02:50
568,486,4,1997-10-26 23:15:20
99,1,4,1998-02-03 15:07:39
472,143,4,1997-10-04 16:00:23
727,411,3,1998-01-02 02:58:25
889,1067,3,1997-11-22 05:38:51
186,98,5,1998-04-04 19:57:39
397,156,5,1998-01-21 02:39:41
452,419,4,1998-02-17 12:37:10
916,971,4,1997-11-29 23:17:56
922,568,3,1998-04-01 17:08:44
896,141,3,1998-02-11 01:03:32
422,287,3,1997-10-30 08:22:37
521,684,3,1998-01-11 00:33:27
716,559,2,1997-11-17 20:00:46
601,107,4,1997-10-08 21:45:13
160,4,4,1997-10-14 20:42:34
60,71,3,1997-12-28 16:52:28
537,404,3,1998-01-28 23:55:20
270,217,5,1997-10-15 22:59:20
778,238,3,1998-03-24 07:50:04
774,189,2,1998-02-27 05:39:47
297,156,4,1997-09-26 02:14:50
868,154,3,1997-10-17 16:58:59
13,158,1,1997-12-14 23:27:37
321,511,4,1997-11-13 17:09:14
474,616,4,1998-02-19 21:33:48
496,432,4,1997-10-05 15:50:52
690,202,2,1997-12-03 19:29:09
13,11,1,1997-12-17 22:19:06
292,523,4,1997-12-02 23:32:41
806,511,5,1997-12-17 19:38:40
682,566,3,1998-02-26 18:54:20
171,270,4,1998-03-27 21:40:35
552,13,3,1997-11-11 04:23:58
788,62,3,1997-11-30 06:09:39
533,96,4,1997-11-13 16:32:47
805,100,5,1997-12-09 19:19:56
529,333,4,1997-12-19 12:36:36
763,737,2,1997-11-07 16:10:55
24,358,3,1997-09-26 03:53:32
144,699,4,1998-02-22 00:08:26
68,258,5,1997-10-16 03:48:12
730,742,3,1997-11-23 18:42:33
632,156,3,1997-11-13 21:43:57
561,1524,4,1998-01-26 10:18:17
766,447,3,1998-03-31 01:58:42
10,234,4,1997-10-26 18:01:17
343,154,5,1997-10-09 14:15:52
284,906,3,1998-01-20 20:40:36
894,340,4,1997-11-18 23:45:56
70,63,3,1998-01-07 05:32:48
151,707,4,1997-11-14 17:28:57
763,135,5,1997-11-07 15:58:52
589,313,5,1997-12-28 23:40:34
488,880,3,1998-03-30 21:33:26
320,869,4,1998-01-14 04:11:08
503,137,5,1997-11-13 16:21:12
874,20,3,1998-02-28 02:23:35
645,654,5,1998-04-08 16:41:26
828,52,3,1998-03-27 22:27:19
918,168,3,1998-04-07 22:09:59
271,31,4,1998-01-26 21:15:25
451,333,5,1997-11-08 18:09:10
99,310,3,1998-01-24 21:45:48
365,150,5,1998-03-31 00:25:50
451,879,4,1997-11-08 18:09:40
650,419,4,1998-03-31 19:02:51
14,32,5,1998-03-26 03:04:45
833,201,4,1997-09-24 20:49:10
21,327,3,1997-09-22 17:55:32
698,121,2,1998-02-01 21:29:05
883,945,4,1998-04-05 05:43:05
323,993,4,1997-11-05 14:18:08
798,769,2,1997-10-07 18:38:27
690,357,5,1997-12-03 19:58:42
178,318,5,1997-12-22 21:43:02
181,696,2,1997-11-08 04:23:17
712,738,4,1997-09-22 19:34:01
822,1091,1,1998-03-27 22:43:47
823,233,4,1997-11-02 02:56:05
724,906,1,1998-01-02 16:11:08
184,511,4,1998-03-14 20:52:20
325,485,3,1998-04-02 00:56:39
305,86,4,1998-02-01 09:02:37
306,258,2,1997-10-10 17:16:33
274,713,5,1997-11-07 23:30:37
796,204,5,1998-04-15 17:47:21
18,969,3,1997-11-21 16:51:46
715,182,5,1997-10-04 11:37:15
897,526,5,1997-11-20 01:53:33
94,328,3,1998-04-04 21:23:10
457,393,3,1997-12-19 16:23:03
766,503,3,1998-03-31 01:55:29
234,279,3,1998-04-11 22:33:00
295,79,4,1997-11-14 14:26:40
500,762,4,1998-01-03 22:12:12
819,321,4,1997-11-24 14:32:08
707,1024,5,1998-03-16 00:27:21
465,7,5,1997-12-31 00:58:36
268,172,5,1997-09-26 21:40:31
286,212,1,1997-10-22 14:50:30
716,601,4,1997-11-17 19:28:12
299,418,4,1998-03-10 03:49:50
286,89,4,1997-10-22 15:16:21
835,486,4,1998-03-27 21:28:04
577,1044,4,1997-11-25 16:31:44
13,635,1,1997-12-17 22:16:24
514,64,4,1997-09-28 16:04:05
601,763,5,1997-10-08 22:00:35
542,192,5,1998-02-03 19:17:01
312,921,5,1998-04-04 14:14:55
262,1135,3,1997-11-17 19:23:19
457,227,4,1997-12-17 21:07:33
194,222,1,1997-11-14 20:22:40
589,294,5,1997-12-28 23:43:20
557,1176,5,1997-12-03 20:07:33
865,408,5,1997-11-21 20:16:25
846,770,5,1998-01-04 21:16:46
495,1039,5,1998-02-28 03:06:20
499,886,4,1998-01-23 23:30:15
548,358,2,1998-03-28 00:05:47
788,56,3,1997-11-30 05:37:15
275,679,3,1997-11-23 19:58:00
774,758,1,1998-02-27 05:57:16
405,1519,2,1998-01-23 09:09:37
324,332,3,1997-11-26 20:06:06
353,286,5,1998-04-01 03:52:37
896,82,3,1998-02-11 01:04:28
354,52,5,1998-03-30 00:25:47
810,678,4,1997-11-18 23:24:13
479,609,5,1997-11-13 22:59:11
285,100,4,1998-03-22 19:40:36
19,692,3,1998-01-21 20:00:40
461,258,4,1998-01-21 04:08:55
504,98,5,1998-02-18 20:07:13
721,380,5,1997-10-18 01:37:41
899,202,4,1998-01-06 21:33:39
297,117,4,1997-09-22 18:54:57
497,431,4,1997-11-12 05:00:25
693,211,2,1997-09-28 22:13:09
880,87,4,1997-11-22 23:38:33
388,184,4,1998-02-02 17:38:03
886,49,4,1997-10-05 06:16:27
528,69,3,1998-01-29 19:22:41
524,748,2,1998-01-09 04:53:12
150,50,5,1997-11-05 16:18:39
471,969,2,1998-03-13 22:29:14
198,498,3,1998-01-07 21:11:32
666,427,4,1997-11-21 19:09:42
102,234,3,1998-03-02 01:42:20
763,212,4,1997-11-07 16:37:36
939,1054,4,1997-11-23 05:11:08
70,48,4,1998-01-06 05:29:34
450,1053,3,1997-12-17 22:05:52
380,228,3,1998-01-22 14:27:15
577,447,3,1997-11-25 16:27:06
373,699,4,1997-10-17 16:29:41
655,117,2,1998-02-14 03:13:50
484,926,4,1997-12-06 23:15:36
545,419,3,1998-01-07 00:49:37
693,191,2,1997-09-28 21:28:56
193,1407,3,1998-03-05 19:29:06
520,1028,1,1998-01-19 00:41:16
398,162,5,1997-10-02 17:04:11
18,236,3,1997-11-21 16:51:17
290,98,4,1997-11-25 16:10:35
506,676,1,1997-09-22 16:25:13
178,135,2,1997-12-22 21:41:55
763,174,4,1997-11-07 16:10:19
184,381,4,1998-03-14 21:12:42
299,165,4,1998-03-10 03:51:30
352,89,5,1998-01-08 20:01:33
875,294,2,1997-10-10 06:25:55
326,611,3,1997-11-18 17:52:52
886,58,4,1997-10-05 06:18:51
479,408,5,1997-11-13 22:28:11
374,148,4,1997-11-24 17:36:32
892,222,4,1998-02-04 16:01:34
744,1134,3,1997-12-03 17:51:22
567,209,4,1997-12-18 06:33:32
823,459,4,1997-11-02 02:39:39
285,346,4,1998-03-22 19:37:36
101,255,4,1997-10-18 01:10:15
459,16,2,1997-11-15 03:02:19
458,83,4,1998-02-02 05:41:11
458,152,5,1998-02-02 05:27:55
354,61,5,1998-03-30 00:34:51
645,198,3,1998-04-08 16:40:44
216,47,4,1997-11-23 00:27:50
347,276,3,1997-12-09 07:30:57
385,201,4,1997-11-13 17:26:22
908,98,5,1997-11-16 23:18:20
826,399,4,1998-01-25 01:13:10
303,181,5,1997-11-14 00:41:22
416,332,4,1997-10-12 22:53:43
374,978,2,1997-12-01 00:30:33
493,186,5,1998-01-07 00:11:37
388,682,4,1998-02-02 17:16:48
371,449,3,1997-11-25 05:28:53
734,97,4,1998-03-27 18:23:13
410,323,3,1998-02-28 00:49:50
577,215,5,1997-11-25 16:15:56
117,977,3,1997-12-01 20:55:38
574,300,4,1998-03-30 17:30:12
7,214,5,1998-03-31 13:53:04
453,1170,3,1997-10-22 23:15:35
352,568,5,1998-01-08 20:12:08
293,501,4,1998-03-03 06:26:18
280,1114,4,1998-04-04 15:03:19
868,179,4,1997-10-17 16:50:56
417,132,4,1997-11-16 02:37:30
854,855,4,1997-12-22 18:07:43
313,154,2,1998-03-27 16:05:53
393,29,4,1998-03-12 19:03:18
110,376,2,1998-02-09 01:55:40
399,22,3,1997-12-17 07:13:54
6,200,3,1997-12-31 21:07:02
244,62,2,1997-11-27 05:07:49
457,197,5,1997-12-17 22:11:45
458,939,4,1998-02-02 05:43:07
664,770,4,1997-10-10 23:37:39
921,659,5,1998-01-13 06:43:19
625,212,3,1998-04-07 16:58:40
661,189,4,1997-10-05 01:10:50
23,1,5,1997-09-20 19:43:35
878,82,3,1997-11-30 06:16:49
693,230,2,1997-09-28 21:49:41
788,518,3,1997-11-30 06:02:34
846,470,5,1998-01-04 21:26:40
907,1057,3,1997-11-22 00:39:11
456,56,5,1997-12-06 01:55:53
234,1453,2,1998-04-11 22:56:55
538,566,3,1997-10-17 17:02:45
588,184,4,1998-03-16 05:25:51
406,432,5,1997-11-17 18:58:01
877,566,4,1997-12-21 04:29:07
80,205,5,1998-02-13 20:25:33
854,294,2,1997-12-22 17:29:02
593,468,3,1998-01-30 20:50:38
843,485,2,1997-11-13 18:50:07
552,15,3,1997-11-11 04:28:04
786,203,4,1997-12-23 02:22:33
655,1375,3,1998-02-14 03:13:28
141,126,5,1998-01-12 06:14:02
8,301,4,1997-11-12 19:05:50
653,654,2,1997-11-27 04:57:00
144,297,4,1998-02-21 23:35:50
470,471,5,1997-11-10 16:16:33
417,923,3,1997-11-16 02:24:25
662,6,5,1997-11-26 19:03:26
854,606,4,1997-12-22 18:01:31
53,1087,4,1997-11-13 17:48:49
459,222,4,1997-11-15 03:03:14
927,155,4,1997-11-10 20:32:52
553,186,3,1997-11-19 14:09:12
269,142,1,1998-04-01 17:26:10
458,208,4,1998-02-02 05:06:03
390,124,4,1997-11-16 15:30:32
301,651,5,1997-12-14 05:06:34
263,135,5,1998-03-30 23:17:57
58,654,5,1998-01-09 00:14:25
342,188,3,1997-09-27 00:08:56
640,578,3,1997-09-20 18:03:32
21,244,4,1997-09-22 18:02:29
218,56,3,1997-12-05 02:22:54
363,288,4,1998-04-02 05:08:43
474,289,3,1998-02-19 19:01:46
119,597,4,1997-09-20 17:11:05
60,492,5,1997-12-28 16:28:45
236,179,1,1998-03-17 07:06:57
896,542,3,1998-02-11 01:31:17
463,127,5,1998-03-22 01:28:25
174,953,5,1998-02-03 13:59:37
268,241,3,1997-09-26 21:50:03
295,843,4,1997-11-14 14:33:14
272,187,5,1997-11-13 21:04:03
608,1113,3,1997-11-24 21:27:42
42,660,3,1997-12-03 00:21:24
535,265,3,1997-11-15 18:39:04
833,7,3,1997-09-23 17:32:33
189,166,4,1998-04-22 17:20:57
75,952,5,1998-01-06 01:33:13
834,347,4,1998-03-25 21:06:47
884,582,5,1997-10-14 20:02:31
238,815,2,1997-12-31 13:53:18
774,515,2,1998-02-27 05:13:18
141,284,5,1998-01-12 06:04:31
914,197,4,1998-02-10 14:47:08
523,934,4,1998-01-02 00:56:42
399,276,3,1997-12-19 05:41:47
871,345,3,1998-02-23 00:14:19
905,237,3,1998-01-16 20:52:31
610,95,2,1998-02-28 22:01:56
862,969,5,1997-11-12 03:13:30
663,319,1,1998-03-10 01:10:29
910,273,3,1997-11-29 16:38:12
922,276,3,1998-04-01 18:04:14
910,23,4,1997-12-06 15:15:32
207,597,3,1997-10-05 02:27:51
25,173,4,1998-01-26 22:16:09
264,721,5,1998-01-30 01:27:36
472,378,4,1997-10-04 16:15:59
320,51,5,1998-01-14 04:09:52
263,162,5,1998-03-30 23:13:50
141,1,3,1998-01-12 05:59:13
271,1266,2,1998-01-26 21:09:03
506,209,4,1997-09-21 20:25:29
880,41,1,1997-11-22 05:07:19
246,616,5,1998-01-16 03:47:55
494,127,5,1997-11-14 20:58:00
15,282,3,1997-11-13 21:23:24
655,639,3,1998-02-14 16:30:03
331,503,4,1997-10-18 17:41:44
800,50,4,1998-02-16 16:24:23
876,289,3,1997-11-13 13:35:45
145,738,3,1997-09-26 11:22:07
691,1,5,1997-09-29 14:29:06
806,521,3,1997-12-17 19:39:55
458,285,4,1998-02-02 04:40:23
936,1129,5,1998-02-07 06:43:15
135,554,3,1997-11-18 13:00:03
825,827,4,1997-12-03 21:31:35
181,1280,1,1997-11-08 04:01:08
886,549,3,1997-10-05 06:28:49
315,204,5,1997-11-18 02:45:58
13,659,3,1997-12-14 23:15:35
932,435,4,1998-03-30 09:23:41
894,1462,3,1997-12-18 00:24:02
890,258,3,1997-12-18 00:14:15
92,531,4,1997-09-30 20:58:41
566,136,4,1997-12-09 06:40:21
796,709,3,1998-04-15 21:35:55
535,655,4,1997-11-15 18:26:25
907,496,4,1997-11-22 00:47:46
95,586,2,1997-12-08 16:47:52
256,92,1,1997-12-15 05:43:23
487,87,5,1997-12-30 01:33:26
450,761,4,1997-12-17 22:48:59
839,276,3,1997-10-02 00:23:19
561,715,3,1998-01-26 10:13:26
896,880,4,1998-02-11 22:21:04
244,53,3,1997-11-27 05:11:29
449,1372,4,1997-11-24 22:33:54
417,125,5,1997-11-16 02:12:49
592,183,5,1997-12-24 09:26:53
717,286,3,1998-01-12 21:47:24
903,302,4,1998-03-31 21:41:01
834,284,4,1998-03-25 21:47:48
582,293,5,1997-12-24 10:58:02
536,94,4,1997-12-17 13:06:12
896,1406,3,1998-02-11 01:31:16
936,904,5,1998-02-07 06:03:35
715,101,3,1997-10-04 11:22:11
141,257,3,1998-01-12 05:59:33
213,690,3,1997-11-07 02:37:55
561,215,3,1998-01-26 10:17:52
796,1299,2,1998-04-15 21:34:03
883,496,2,1998-04-05 05:44:26
322,50,5,1998-02-12 20:13:38
327,792,4,1998-02-18 16:23:41
497,385,3,1997-11-12 04:59:52
181,870,2,1997-11-08 04:17:03
429,210,4,1997-12-17 19:42:11
264,100,5,1998-01-30 01:04:21
328,132,5,1998-01-17 14:13:40
428,875,4,1998-01-27 23:35:36
262,72,3,1997-11-19 17:59:26
77,100,3,1998-01-13 23:05:16
89,275,5,1997-11-13 17:15:07
275,393,3,1997-11-23 19:52:52
805,5,4,1997-12-09 19:21:33
495,386,3,1998-02-28 03:33:57
59,513,4,1998-02-23 03:39:04
737,156,5,1998-01-09 02:58:13
727,408,4,1998-01-02 02:41:35
838,1,5,1998-02-09 22:40:24
658,923,3,1997-09-25 00:40:59
608,448,5,1997-11-24 21:23:13
660,1411,2,1998-03-29 19:54:54
210,662,2,1998-02-17 15:43:41
883,665,4,1998-04-04 13:15:17
457,4,4,1997-12-17 22:30:29
551,272,5,1998-04-17 01:09:49
607,475,4,1998-01-04 02:10:11
342,42,3,1997-09-27 00:20:59
354,174,4,1998-03-30 00:34:28
537,713,3,1998-01-28 23:29:37
398,610,4,1997-10-01 22:40:31
729,362,4,1998-04-22 23:10:37
747,604,5,1998-02-28 04:08:33
716,946,2,1997-11-17 19:58:38
195,841,2,1998-04-06 05:38:49
795,95,4,1997-12-07 21:24:11
100,885,2,1998-03-31 20:15:59
232,461,5,1998-02-27 03:19:23
523,407,4,1998-01-02 01:00:00
682,654,4,1998-02-26 19:19:59
773,1252,4,1998-02-27 00:17:23
330,71,5,1997-10-11 05:03:56
712,388,3,1997-09-22 19:37:33
214,285,5,1998-04-15 19:22:33
339,226,2,1998-03-27 21:39:04
899,455,3,1998-01-06 20:51:50
878,1092,3,1997-11-30 05:24:04
450,395,3,1997-12-18 18:44:02
245,258,4,1998-02-26 17:21:31
280,1459,4,1998-04-04 14:55:47
627,526,4,1997-11-14 17:51:56
889,642,3,1997-11-22 06:50:55
393,384,3,1998-03-12 19:05:08
406,427,4,1997-11-13 18:31:37
907,928,5,1997-11-22 00:39:58
648,475,1,1998-01-09 16:44:10
